source_row_id,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,source_total_reactions,calculated_total_reactions,record_id,model_text,privacy_masked,language_type,text_hash,duplicate_group_id,duplicate_count,is_duplicate,total_reactions,log_total_reactions,like_ratio,like_ratio_smoothed,love_ratio,love_ratio_smoothed,care_ratio,care_ratio_smoothed,haha_ratio,haha_ratio_smoothed,wow_ratio,wow_ratio_smoothed,sad_ratio,sad_ratio_smoothed,angry_ratio,angry_ratio_smoothed,dominant_reaction,dominant_ratio,dominance_margin,sentiment_label_v1,label_confidence_v1,fusion_score_v1,reaction_entropy_v1,is_ambiguous_v1,positive_anchor_mass_v1,negative_anchor_mass_v1,baseline_filtered_label,baseline_filtered_score,label_version_v1,split,quality_status,sentiment_label_v2,candidate_sentiment_label_v2,label_confidence_v2,is_uncertain_v2,is_ambiguous_v2,reaction_entropy_v2,mixed_evidence_v2,sentiment_probability_negative_v2,sentiment_probability_neutral_v2,sentiment_probability_positive_v2,sentiment_probability_mixed_v2,emotion_probability_joy_v2,emotion_probability_affection_v2,emotion_probability_amusement_v2,emotion_probability_surprise_v2,emotion_probability_sadness_v2,emotion_probability_anger_v2,emotion_probability_care_empathy_v2,emotion_probability_fear_v2,emotion_probability_disgust_v2,emotion_probability_approval_v2,emotion_probability_sarcasm_v2,decision_reason_v2,prediction_source_v2,label_version_v2,candidate_sentiment_label,sentiment_label,label_confidence,is_uncertain,is_ambiguous,sentiment_probability_negative,sentiment_probability_neutral,sentiment_probability_positive,sentiment_probability_mixed,emotion_probability_joy,emotion_probability_affection,emotion_probability_amusement,emotion_probability_surprise,emotion_probability_sadness,emotion_probability_anger,emotion_probability_care_empathy,emotion_probability_fear,emotion_probability_disgust,emotion_probability_approval,emotion_probability_sarcasm,decision_reason,prediction_source,label_version
846,820,111,17,3,0,33,0,984,984,RF_POST_000846,කාගෙ ගැනවත් තරහක් නෑ හැබැයි හිතේ උඩින්ම හිටපු මිනිස්සු ගැන ලොකු කලකිරීමක් තියෙනවා 💔😌,False,sinhala,0000ff6ac93697f4f15b99e930305e06a1605940a45bce187c18539e4ad1584f,DUP_0000ff6ac93697f4,1,False,984,6.892641641172089,0.8333333333333334,0.8284561049445005,0.1128048780487804,0.1130171543895055,0.0172764227642276,0.0181634712411705,0.0030487804878048,0.0040363269424823,0.0,0.0010090817356205,0.0335365853658536,0.0343087790110998,0.0,0.0010090817356205,like,0.8333333333333334,0.7205284552845529,positive,0.1599391397988092,0.1890753227252139,0.3081965647602349,True,0.1223069105691057,0.0335365853658536,positive,0.5696119986957939,reactionfusion_v1_provisional,test,approved,negative,negative,0.3250410130487519,False,False,0.3222088832211149,0.0455189138758386,0.3250410130487519,0.2487250321451571,0.1886967240892124,0.2375372307168786,0.177540568367894,0.3654669631653599,0.0132166883841703,0.0135525605070999,0.6084985017201371,0.0116233581916283,0.8755652328555875,0.0281030751178046,0.5739211650207855,0.6574621997009996,0.5609653222879303,"candidate=negative; anchor_balance=0.088; mixed_evidence=0.046; strongest=care_empathy=0.88, approval=0.66",final_model,reactionfusion_v2_hybrid_development,negative,negative,0.5574913992782091,False,False,0.5574913992782091,0.11096378600725922,0.14722843022926224,0.18431638448526932,0.23831565604819197,0.34267023910826594,0.22895970195880677,0.06994635749637071,0.3706796388082586,0.1567635147259559,0.31361235595845005,0.0985540541093424,0.2837288445750372,0.40705639974562036,0.3693462482968069,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
775,79,0,0,101,0,0,0,180,180,RF_POST_000775,ලක්ෂ 178ක් අල්මාරියේ අමතක කරලා පැනල ගියේ ඉස්සරහ දොරෙන් වෙන්න ඇති 🥴🤌,False,sinhala,0025753c5293587d6df33cb98ccadcba4e0d404522042196a77d783c10effbd4,DUP_0025753c5293587d,1,False,180,5.198497031265826,0.4388888888888889,0.427807486631016,0.0,0.0053475935828877,0.0,0.0053475935828877,0.5611111111111111,0.5454545454545454,0.0,0.0053475935828877,0.0,0.0053475935828877,0.0,0.0053475935828877,haha,0.5611111111111111,0.1222222222222222,neutral,0.6577038546239353,0.0,0.3523591965843861,True,0.0,0.0,neutral,0.0,reactionfusion_v1_provisional,train,approved,negative,negative,0.3168073203834678,False,False,0.4284536841126687,0.0142054162646981,0.3168073203834678,0.160196651634519,0.2069124889135529,0.3160835390684603,0.0832052706276063,0.3570766254647609,0.8032790100050237,0.0151719473475085,0.5101980508318806,0.9167741358193828,0.3133378206734703,0.5185289754760173,0.6784613760020899,0.5055172023105469,0.8597435542587556,"candidate=negative; anchor_balance=-0.002; mixed_evidence=0.014; strongest=anger=0.92, sarcasm=0.86",final_model,reactionfusion_v2_hybrid_development,negative,negative,0.6789523845468247,False,False,0.6789523845468247,0.09011004713280606,0.07569864867503151,0.1552389196453378,0.17479169063210323,0.26149457741610876,0.5041123043793738,0.06281802006860962,0.37728870271980586,0.22784265895779052,0.14401902871281994,0.09405582691649642,0.31195052856042604,0.2411384178872013,0.4654231189662662,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
54,1257,31,4,824,19,35,3,2173,2173,RF_POST_000054,පළමු මාස හයේදී වෙළඳ හිඟය ඩොලර් බිලියන 5.5 ක් දක්වා පුළුල් වෙලා! අපනයන ආදායම ඩොලර් බිලියන 10.43 යි. ආනයන වියදම ඩොලර් බිලියන 12.39 යි,False,sinhala,006d6b213d521c15e4484b3024b74c463cc51fb341b94bc5753bb53c3a5917c3,DUP_006d6b213d521c15,1,False,2173,7.684324067681155,0.5784629544408652,0.5770642201834862,0.0142659917165209,0.0146788990825688,0.0018407731247123,0.0022935779816513,0.3791992636907501,0.378440366972477,0.0087436723423838,0.0091743119266055,0.0161067648412333,0.0165137614678899,0.0013805798435342,0.0018348623853211,like,0.5784629544408652,0.199263690750115,neutral,0.6830244671650324,-0.0068649375864162,0.4489396003543972,True,0.0152784169351127,0.0174873446847676,negative,-0.0674157303370786,reactionfusion_v1_provisional,train,approved,negative,negative,0.3655259478280026,False,False,0.4539113020731963,0.0289420509120065,0.3655259478280026,0.2920928800719582,0.166094253685666,0.176286918414373,0.0120738529642417,0.126834819217665,0.4592098047225493,0.1772176556080411,0.1860224046064946,0.7865075357201026,0.3824031971471747,0.4385605956268418,0.6514805680055685,0.2341481788535347,0.8706053485904359,"candidate=negative; anchor_balance=-0.002; mixed_evidence=0.029; strongest=sarcasm=0.87, anger=0.79",final_model,reactionfusion_v2_hybrid_development,negative,uncertain,0.3827539229200003,True,True,0.3827539229200003,0.3280857312377825,0.08031689557836515,0.2088434502638521,0.15358819524536785,0.2613588404021366,0.37639941651685355,0.0754898497239755,0.35485784095083167,0.20134255779142488,0.19364468724283931,0.1090160607837786,0.2684285172622146,0.26466732158230366,0.4589767912127084,neural ensemble confidence below calibrated threshold,final_neural_ensemble,reactionfusion_neural_v3_development
989,295,90,4,2,1,0,0,392,392,RF_POST_000989,"Website Designers ලට පාඩු වෙයිද මේ වැඩෙන්? පල්ලෙහා බලන්න ගායිස්, ඔයාගෙ අදහසත් දාගෙන යන්න!",False,mixed,0075310664f8ef11b3152c51d5efb9434ba834d600c290d5106c00d17820ac0e,DUP_0075310664f8ef11,1,False,392,5.973809611869261,0.7525510204081632,0.7418546365914787,0.2295918367346938,0.2280701754385964,0.010204081632653,0.012531328320802,0.0051020408163265,0.0075187969924812,0.0025510204081632,0.0050125313283208,0.0,0.0025062656641604,0.0,0.0025062656641604,like,0.7525510204081632,0.5229591836734694,positive,0.3612495929791168,0.4326143204613209,0.3292653771550297,False,0.235204081632653,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved,positive,positive,0.3538918369109245,False,False,0.3632471383728104,0.0072831506440663,0.1800097126909079,0.2377186107732088,0.3538918369109245,0.2283798396249586,0.8270449222080579,0.6240694189959917,0.0458573768515308,0.0036713326564022,0.1561951976327295,0.002309097981286,0.6032173079686078,0.0070790725728443,0.34794273455966,0.8947906114336289,0.3794555396058079,"candidate=positive; anchor_balance=0.230; mixed_evidence=0.007; strongest=approval=0.89, joy=0.83",final_model,reactionfusion_v2_hybrid_development,positive,positive,0.4820414827390137,False,False,0.07626139780531238,0.23964633588217601,0.4820414827390137,0.20205078357349784,0.48018612510382797,0.5101551969466213,0.24981140421105205,0.05250587542551195,0.28457323926149314,0.09106538625963055,0.22897765425750802,0.07247471587183735,0.1842278949381509,0.6057343352160469,0.2552362790074495,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
50,757,105,4,0,3,19,0,888,888,RF_POST_000050,පේරාදෙණිය සරසවියේ අධ්යයන කටයුතු තාවකාලිකව අත්හිටුවයි! සිය ගම් ප්රදේශ වෙත ආරක්ෂිතව ගමන් කළ හැකි සිසුන්ට පිටත්ව යා හැකිය.,False,sinhala,009022a1b4451a5541097fec148374c6f2baafb39c86d44a531abe1c073df528,DUP_009022a1b4451a55,1,False,888,6.790097235513905,0.8524774774774775,0.846927374301676,0.1182432432432432,0.1184357541899441,0.0045045045045045,0.0055865921787709,0.0,0.0011173184357541,0.0033783783783783,0.0044692737430167,0.0213963963963963,0.0223463687150838,0.0,0.0011173184357541,like,0.8524774774774775,0.7342342342342343,positive,0.1842575987730814,0.2123168558659524,0.2643148930498168,True,0.1207207207207207,0.0213963963963963,positive,0.6988906497622821,reactionfusion_v1_provisional,test,approved,negative,negative,0.3537079897037961,False,False,0.2809316671089841,0.0263667709912342,0.3537079897037961,0.3111187968158188,0.1911414641422639,0.1440317493381211,0.2174138969392396,0.1466860623944211,0.007490310030588,0.0136183559272069,0.4058752090061718,0.0232867182182948,0.8717721697246829,0.0140240054910289,0.7071165892708761,0.4329468435626101,0.5733423554959558,"candidate=negative; anchor_balance=0.098; mixed_evidence=0.026; strongest=care_empathy=0.87, disgust=0.71",final_model,reactionfusion_v2_hybrid_development,negative,negative,0.5528371002996156,False,False,0.5528371002996156,0.14404984096253218,0.1731121230592487,0.1300009356786034,0.2456483032749354,0.3215892795618064,0.2284011650970394,0.07089353859431931,0.3421406713836304,0.16253094514885877,0.29764045483553764,0.09496252557234648,0.2919961139262095,0.39328047184037906,0.3568279992547801,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
258,937,1137,179,0,2,1,0,2256,2256,RF_POST_000258,⛔ මතකෙට එන්නෙම 2022 දවසක shoot එකට යන්න පුට් බයිසිකලයක්වත් නැතිව කිලෝමීටර් පහක් හයක් පයින් බඩුත් උස්සන් ගිය විදිය 😊 මේ 2026 අද Shoot එකට යන්නේ මොකේද කියලා කල්පනා කරනවා 🥰,False,mixed,00dfb72a454725926a16af14164def20d5ee641caba3e55d163ac76c17793706,DUP_00dfb72a45472592,1,False,2256,7.721791776817535,0.4153368794326241,0.414494034467521,0.5039893617021277,0.5028722934158197,0.0793439716312056,0.0795404330534688,0.0,0.0004418912947414,0.000886524822695,0.0013256738842244,0.0004432624113475,0.0008837825894829,0.0,0.0004418912947414,love,0.5039893617021277,0.0886524822695035,positive,0.5260759963380532,0.6891638490368154,0.47329195495874,False,0.5476285460992908,0.0004432624113475,positive,0.9983824659306888,reactionfusion_v1_provisional,test,approved,positive,positive,0.6441681402054525,False,False,0.4799337079519378,0.0025449423311636,0.0897701671742672,0.1346511990613124,0.6441681402054525,0.1314104935589676,0.8571471559346953,0.9994122909193978,0.6259506759553545,0.0032220644485405,0.0036111577096665,2.408721376219052e-05,0.7277068391442868,0.0046163979283658,0.0025692181370939,0.998474579873078,0.0246738548288914,"candidate=positive; anchor_balance=0.545; mixed_evidence=0.003; strongest=affection=1.00, approval=1.00",final_model,reactionfusion_v2_hybrid_development,positive,positive,0.7964263438520796,False,False,0.0642579999269392,0.07151555723620881,0.7964263438520796,0.06780009898477238,0.6517820316839285,0.6451023154628481,0.3398379633493497,0.04460410898361813,0.26483691761385686,0.060895427023656426,0.18905131699521704,0.06238591506847737,0.13123585444572824,0.7124125048168473,0.23554962399113846,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
437,59,0,0,713,3,1,1,777,777,RF_POST_000437,අධිකරණ ඇමති රටෙන් සමාව අරගෙන ඉල්ලා අස් විය යුතුයි!,False,sinhala,01b55658475b119cc130a0db43c02f52048280440a0cc9df475f38910140b9ff,DUP_01b55658475b119c,1,False,777,6.656726524178391,0.0759330759330759,0.0765306122448979,0.0,0.0012755102040816,0.0,0.0012755102040816,0.9176319176319176,0.9107142857142856,0.0038610038610038,0.0051020408163265,0.0012870012870012,0.0025510204081632,0.0012870012870012,0.0025510204081632,haha,0.9176319176319176,0.8416988416988417,neutral,0.5278106426901908,-0.0108880352529412,0.1609595439035724,True,0.0,0.0025740025740025,negative,-1.0,reactionfusion_v1_provisional,train,approved,negative,negative,0.3666711293543467,False,False,0.1830813952303278,0.0014478375643214,0.3666711293543467,0.2507648535035046,0.1394329096034566,0.243131107538692,0.0120707863221214,0.0532801424328116,0.6874449242704025,0.6181172503093265,0.3662004609902661,0.9119219341715682,0.6112500652745426,0.0006306827727679,0.906447133066783,0.0318883066830548,0.7340244789183784,"candidate=negative; anchor_balance=-0.003; mixed_evidence=0.001; strongest=anger=0.91, disgust=0.91",final_model,reactionfusion_v2_hybrid_development,negative,negative,0.7420164696428296,False,False,0.7420164696428296,0.14144527552776578,0.049123009345511046,0.0674152454838935,0.13268535802700773,0.1844925145128578,0.44598438206770263,0.08682816407161663,0.3614438603042048,0.29099780011743104,0.19300167245474736,0.0943552950511658,0.4017508589764981,0.16361467721544737,0.4430811148424939,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
835,319,205,65,8,0,0,0,597,597,RF_POST_000835,ඉල්ලන ඉල්ලන දේ අරන් දෙන හබීට.. වැඩි වැඩියෙන් ලැබෙන්න ඕන.. 😘❤️,False,sinhala,01cf9eefc7d90c4aa0f7d92d5d45771a4b268a95e8323dec711d6bb97bb20272,DUP_01cf9eefc7d90c4a,1,False,597,6.393590753950631,0.5343383584589615,0.5298013245033113,0.3433835845896147,0.3410596026490066,0.1088777219430485,0.1092715231788079,0.0134003350083752,0.0149006622516556,0.0,0.0016556291390728,0.0,0.0016556291390728,0.0,0.0016556291390728,like,0.5343383584589615,0.1909547738693467,positive,0.4356361597157072,0.5865189436955517,0.5144929875762225,False,0.4032663316582915,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved,positive,positive,0.5849944453030795,False,False,0.5343703608539553,0.0070777531238934,0.0943228068577832,0.1453833975707283,0.5849944453030795,0.1752993502684088,0.9256918514113948,0.9988860834228296,0.7628488620806075,0.0008348569209793,0.0851012794738077,3.397195459470717e-05,0.4368480863693735,0.0425116463966917,0.0026946765518363,0.9995089498879098,0.023492139126149,"candidate=positive; anchor_balance=0.398; mixed_evidence=0.007; strongest=approval=1.00, affection=1.00",final_model,reactionfusion_v2_hybrid_development,positive,positive,0.7751669286793184,False,False,0.07472226179152712,0.0659544669948134,0.7751669286793184,0.08415634253434126,0.6476552051164559,0.6426741837068871,0.34226492904148487,0.04291763329828122,0.2766881804017778,0.06240448242179134,0.18739612572205394,0.06366526068075697,0.13435602733960736,0.7035468624266654,0.22961174826380723,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
400,330,2,0,68,3,269,8,680,680,RF_POST_000400,"අර ගුවන් නියමුවරිය දාපු නඩුවෙන් චාමික කියන http දිනයි වගේ බන්, DNA එකක් කරන්ඩ ඒ කෙල්ල කරපු ඉල්ලීමත් උසාවියෙන් ප්රතික්ශේප කරලා ප්රමාණවත් සාක්ෂි නෑ කියලා 😏",False,mixed,025112bc9d172b3027cc68b7ade17036763751983e71f5355b12be32dfe7ea03,DUP_025112bc9d172b30,1,False,680,6.523562306149512,0.4852941176470588,0.4818049490538573,0.0029411764705882,0.0043668122270742,0.0,0.0014556040756914,0.1,0.1004366812227074,0.0044117647058823,0.0058224163027656,0.3955882352941176,0.3930131004366812,0.0117647058823529,0.0131004366812227,like,0.4852941176470588,0.0897058823529411,negative,0.4694792290980625,-0.6409872138763804,0.5351351748616883,False,0.0029411764705882,0.4073529411764706,negative,-0.985663082437276,reactionfusion_v1_provisional,train,approved,neutral,neutral,0.3432779031496529,False,False,0.5497060332673999,0.0113621916628778,0.3315722994377791,0.3432779031496529,0.1883401267014682,0.1368096707110998,0.0534077341360021,0.1493483124805618,0.01517329686107,0.2720825162049849,0.1015958693527297,0.0197479777701654,0.002016698827526,0.8899493160124745,0.0168985187072731,0.0354483542331175,0.1081373577762446,"candidate=neutral; anchor_balance=-0.401; mixed_evidence=0.011; strongest=fear=0.89, surprise=0.27",final_model,reactionfusion_v2_hybrid_development,negative,negative,0.4191797113054574,False,False,0.4191797113054574,0.41275654860119537,0.10783065383969542,0.06023308625365182,0.1489331646247519,0.22941459680040693,0.2923049947371836,0.09484240543320159,0.3171310678899254,0.1880016961181427,0.23849491436876255,0.1303803052058421,0.22918868258663952,0.23118711709152598,0.33742963188383385,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
743,52,1,0,0,0,0,0,53,53,RF_POST_000743,"බස්නාහිර, සබරගමුව සහ වයඹ පළාත්වලත් මහනුවර, නුවරඑළිය, ගාල්ල සහ මාතර දිස්ත්රික්කවලත් වැසි වාර කිහිපයක් ඇති වේ.",False,sinhala,02fc863791e6a870f048a090b6453c1d2d2374728a3f9dd40a31383e5ecab17a,DUP_02fc863791e6a870,1,False,53,3.9889840465642745,0.981132075471698,0.8833333333333333,0.0188679245283018,0.0333333333333333,0.0,0.0166666666666666,0.0,0.0166666666666666,0.0,0.0166666666666666,0.0,0.0166666666666666,0.0,0.0166666666666666,like,0.981132075471698,0.9622641509433962,neutral,0.2148111540455215,0.0447355257457375,0.0481008659578943,True,0.0188679245283018,0.0,positive,1.0,reactionfusion_v1_provisional,test,approved,negative,negative,0.3344139757267323,False,False,0.2899149614759655,0.0386553281967954,0.3344139757267323,0.3063930382870574,0.1987673021863323,0.1604256837998779,0.1298791324168343,0.0875653952178091,0.0026702185398471,0.0001863849919593,0.7042858314411042,0.3434443381724009,0.5848940486127707,0.1208532005146112,0.6835184430084688,0.1768738566142897,0.2215194739471799,"candidate=negative; anchor_balance=0.009; mixed_evidence=0.039; strongest=sadness=0.70, disgust=0.68",final_model,reactionfusion_v2_hybrid_development,negative,negative,0.5356885936190012,False,False,0.5356885936190012,0.27210952345511835,0.1291102601140062,0.0630916228118743,0.19964951494444153,0.22310765349617387,0.29352685403346945,0.07092383367747454,0.3276733123743484,0.20866830311433177,0.21970629406123146,0.09090921574131978,0.33252448092108755,0.2509809702061651,0.32124358438249345,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
713,5,0,0,121,0,0,0,126,126,RF_POST_000713,කැම්පස් එකේදි ගොඩක් උ%න්ට පෙම් වසන්තෙ ආව. හැබැයි අවුට් වෙන්කන්වත් වසන්තෙ තිබ්බෙ නෑ. ආයෙ ගියා 😅,False,sinhala,02fe05c584a330ccd45d3795e1ca6052e1bbd628f9636299bfa233d4a0f7b23a,DUP_02fe05c584a330cc,1,False,126,4.844187086458591,0.0396825396825396,0.0451127819548872,0.0,0.0075187969924812,0.0,0.0075187969924812,0.9603174603174603,0.9172932330827068,0.0,0.0075187969924812,0.0,0.0075187969924812,0.0,0.0075187969924812,haha,0.9603174603174603,0.9206349206349206,neutral,0.4992125337200598,0.0,0.085787067940326,True,0.0,0.0,neutral,0.0,reactionfusion_v1_provisional,train,approved,negative,negative,0.3699330420853021,False,False,0.2070094954002329,0.009650066702868,0.3699330420853021,0.2634402744607534,0.1810699597133418,0.1855567237406024,0.0362720937753101,0.1239274201215597,0.6479891124311473,0.1182274186888197,0.6258756162784391,0.8895279072065412,0.5191607420962966,0.0012466602918917,0.9190952512261306,0.0533886939855413,0.6424864101679777,"candidate=negative; anchor_balance=-0.003; mixed_evidence=0.010; strongest=disgust=0.92, anger=0.89",final_model,reactionfusion_v2_hybrid_development,negative,negative,0.6319896000726385,False,False,0.6319896000726385,0.21804000861471673,0.07003803394978782,0.07993235736285693,0.15667874975411006,0.19546660790012577,0.47555215403054907,0.07545560014497442,0.35943725590971304,0.26678573376710657,0.1668212314307847,0.08344497823485315,0.39588641663933893,0.16839156832105776,0.4043161512536154,neural ensemble candidate accepted,final_neural_ensemble,reactionfusion_neural_v3_development
